rating,review
5,i own many guitar straps for many guitars
5,great vintage strap for a great price
1,no not this one
5,really vintage style
5,holds the harp exactly where i need it
3,great for people with a fat neck
4,cant beat if for the
4,it works but only one pivot point and i am inexperienced
5,i like it after i figured out how to make it work for me
4,not particularly good for harmonica for me but not what i bought lt for
5,better design
5,for when hands are busy elsewhere
5,simple and easy to use
4,good but probably not the best
5,great product highly recommend
3,does the job well for cheap but requires a bit of work
4,good neck rack
4,drive on over and get some
5,danelectro is alright
4,great bang for the buck overdrive
5,great little pedal
5,a tiny tiny bit dull without darker or brighter tone settings but very cool and retro sounding
4,on some amps it smokes and other amps it fizzles
4,great effects pedal for the money
5,danelectro d fab overdrive effects pedal
4,a decent pedal for the price
5,works on a mandolin too
3,not real impressed
3,could be better
5,old tech works great
2,rather cheaply made
5,easy light to carry
5,traveling musician perfect
5,sturdy portable stand
5,excellent portable unit
5,great portable music stand
5,multipurpose
5,stable stand
3,instability and heavy
4,good for project studio
5,great versatile stand
5,the best for a cheep violin
4,peg drops
5,works just like its advertised
5,original peg drops by ardsley
5,they work great just as advertised
4,not quite a miracle but impressive
4,great guitar for the money
5,my first guitar and a great one to start with
5,great guitar
5,beautiful guitar great value
4,very nice guitar
5,yamaha fgsgood action and deep tone
5,very nice guitar great for a beginner
2,i dont like it
4,smaller than expected but works great
3,smaller than i expected
4,ee my previous eval
5,great for songwriting
4,its a rubber stamp
5,guitar stamp review
5,nice bench
5,bench
5,sturdy comfortable great price
5,stable
5,awesome bench
5,great bench
5,great for guitar practicing too
5,very good support
4,glue not included
4,using it as an amp for a tv set
2,not enough gain
4,amazing value if limited budget for phono section
5,cheap compact effective
3,a little to bright
5,great preamp
5,excellent unit
4,good intro tool for recording oneself
5,great interface
4,doing the job for three years
5,i like it
5,nice little unit
3,functional if not exciting
4,mid range coloration
5,lpb
5,great multinational pedal
5,good booster pedal for small output amps
5,buy one now
5,nice picks
4,what can i say
5,great picks
5,and i dont play hawiian guitar
5,great little mixer
4,lacks a power switch
4,please do not buy this if you dont know how to use it
5,great unit
4,works great simple to use
3,great entry level product
5,guitar
4,behringer comes through again
4,great for silent headphone guitar practice
5,great little mixer
5,this mixer kicks butt
5,mix
4,great mixer
5,well worth the price
5,outstanding value
5,a nice little mixer
5,great product great price
5,a lot of bang for the buck
3,iffy
5,works great a wonderful tool to have
5,great mixer
5,first mixer word amazing
5,good things in small packages
5,terrific mixer for home recordists on a budget
3,quality board misleading description from manufacturer
5,behringer xenyx premium input bus mixer with xenyx mic preamps
4,awesome mixer for the price
5,sturdy dependable and easy to use product works great
2,good product but poor packing
4,good little mixer
5,fantastic so far
5,the best mixer for smallmid applications
5,low noise high gain
4,good little mixing board that could
4,not a bad little mixer
2,dead after less than a year
5,great mixer for the home recording enthusiast
5,this product ships as expected
5,perfect for my studio
4,surprisingly good for the price
5,excellent little powerhouse
4,great price
3,its pretty but not great
3,st one produced static but sounds good
5,great sounding cheap mic
4,awesome hobbyist mic
5,fantastic mic for the price
4,very good quality mic for the price
5,love it
5,awesome mic for a great price
5,amazing boost
5,solid construction works absolutely perfectly
5,jim dunlop mc mxr boost line driver great effect
5,best pedal purchase i made for my board
5,must have in your signal chain
5,fun picks
5,beast pick
5,perfect conversation piece picks
5,very nice and cool looking work great
5,pick of destiny
5,a little busy right now
5,simple mixer works great
5,small tiny mixer
4,very convenient
4,not bad from behringer
4,workssimple device for simple job
5,does what i need it to do
5,handy little mixer
5,handy mixer and ultra affordable problem solver
5,does ecxactly what it saysquiet reliable and well made
5,great little mixer
5,i love this thing
3,not bad
4,simple and does the job
3,ab
1,hiiiiiiisssssssssssssssssss
3,german engineering in a china box
5,quiet switching as expected
5,does what its supposed to
2,behringer ha channel stereo headphone amp
5,compact addition for a tascam porta studio
5,great little powerhouse
5,indispensable
4,exelent
5,perfect for in studio applications
4,an inexpensive solution to a common problem
5,sometimes behringer gets it right
5,small powerful inexpensive
5,works great so far
5,simple product that works
5,fantastic little device
5,works very welll
5,this is handy
5,works great
5,awesome amp box
5,just what i needed
5,great deal for the money
3,it worked but should be usb powered
5,this i love
5,delicious
4,great pedal
5,think lightning crashes
5,fun
5,behringer vint phaser
3,it works okbut has dubious durability
4,well what are you expecting
4,great piece of gear to have on hand
5,where have you been
1,stopped working after about months
4,best bass effect for and change
5,awesome
4,cant be beat for the price
5,good wah pedal for the price
4,nice piece
4,nice wah
5,one mean piece of equipment
4,my secret weapon
3,meh
3,itsokay
4,equalizer pedal
5,great eq
5,with this i can use my channel ampfor acoustic and electric guitar
5,great addition to the collection
4,berheringer eq bands
1,review of behringer eq pedal
2,ok for experimentation but for less noise go elsewhere
5,eq
4,not bad for the price
5,best on my pedal board
5,vintage more like classic
5,great tube sound
5,great sounding od at any price
5,great piece
5,something to scream about
5,just wish it was built a little stronger
3,good for the
5,this is fun
5,the real deal a pleasant surprise
1,doesnt work
5,great little pedal
5,dont get the tube screamer
4,nice cheap tube scream i mean overdrive pedal
3,priced right
4,warm smooth overdrive that leaves little to be desired
5,my first pedal
5,harmonica playerspaired with my solidstate sounds almost like a vht
5,powerful
5,freaking awesome
5,every guitarist needs a volume pedal
4,great boost
5,does just what i want and does it well
5,works as expected isnt that what we all want
3,it works with proper care
4,okay item great price
4,good while it lasted
3,great for unpowered microphones
5,exceeds expectation
5,great personal monitor
5,say hello to the more me box
4,is good cheaply made though
5,stereo into mono laptop at last
4,simple to use and does its job well
5,behringer uca ucontrol really gives clean sound
5,awesome once you figure it out
4,good deal
5,rivals the very best for a pittance
5,quality at last
5,perfect entry level audio interface
5,great simple usb audio interface
5,get it now
5,excellent sound quality better than onboard sound card
5,perfect for live work
5,solid little box
5,it works great
5,a simple yet surprisingly functional interface
4,ez breezy beautiful drummer girl
5,great program
4,excellent sounding drums horrible installation
4,nice shiny drums
5,simply amazing
5,best straplocks in the market
5,these are cool
5,lock down that strap once and for all
5,great tuners but you must install correctly
5,great locking tuners
5,wow
5,fender tuners
5,great upgrade to your fender guitar
5,perfect upgrade for any strat or tele
5,excellent fit
5,lock it and forget it
4,a great product but
5,my strat is now locked and loaded
5,great for fender blacktop stratocaster mim
5,awesome tuners
5,great fit for my fender blacktop strat
5,fender locking tuners
5,keeps you in tune
5,perfect pitch
5,if you arent using locking tuners youre wasting time
5,drop in replacement for both mim and mia strats
5,you have to love locking tuners
5,great locking tuners
5,fenderping tuners
3,dont fit on my indonesian squier strat
5,the best for strato
5,exactly as promised
4,excellent overall
4,great product
5,these and a fender lsr roller nut did wonders i floated my tremolo again
5,easy upgrade for my mexican strat
5,yes to these nearly half price from amazon
5,have these on several of my guitars and i love them nice and stable
5,tele replacement tuners
5,easy upgrade
4,they work excellently and provide a good though not quite enough amount of light
5,these are great
3,not as bright
4,mighty bright duet music stand light
5,bright while remaining discreet
5,the answer i was looking for
5,great sound and effects at low to medium volume
5,small amp small price big sound great tone
5,great amp
5,i love this amp
5,great value amp easy to use
5,excellent metronome
5,great metronome
5,great metronome
5,good metronome
4,simple
4,helps me i tend to speed up
4,good metronome
5,inexpensive compact and loud great little amp
4,good amp bad seller buy v dc adapter separately
5,nice little amp
2,pure distortion sound is always oncant be off
5,perfect with headphones smaller than your toaster
5,a beginning guitarists review
3,dimensions of amp
4,cool novelty item that happens to be a halfway decent miniamp
5,marked improvement
4,look great but dont fit all guitars
5,very impressive
5,classy upgrade
5,great shockmount
5,works with the mxl
5,attractive
4,easily modded nice unit
5,necessity
2,eh theres better out there
5,samson sp at microphone
4,with a little effort it will work with an mxl vg
4,very nice product
5,fits at and other mics
5,superior shockmount fantastic price
5,excellent mount
5,good durable
5,great shockmount it works with any mic stand
5,best shockmount
5,perfectly wonderful shock mount works with behringer cs
5,had to modify
5,great build quality
5,use this a lot
5,guitar professor guitar tuner
2,does the trick just barely
5,great tuner
5,fun is
5,tuner
5,easy to use and accurate tuning
5,theyre great
5,i may be a convert
4,good heads
5,great heads
5,best strings i have used for metal
5,lighter than light strings ive used them for year and love them
2,rust easily
5,the easiest cheapest way to maximize your sound quality
5,my new favorite guitar strings
3,nope
5,love ernie ball strings
3,too slinky for me
5,best guitar strings ever
5,it does as its supposed to
5,best distortion of my time
5,a lot of classic heavy metal tone in a small package
5,amazingly good
5,best amp
5,great amp
5,best quality for the money
5,nice amp for my acoustic
5,a nice smooth watts
5,good for the price
3,good practice amp
4,great little practice amp
5,good amp for the money
5,great little amp for the price
5,it serves the purpose
5,behringer at review
5,a true acoustic amplifier
5,wide distortion range and versatility
3,metal muffler
4,dang thats metal
5,simply the best
5,an awesome pedal for playing metal
4,good gig bag
5,great case
5,now this is a nice product
5,lightweight wellbuilt bag
5,nice for the price
3,cool but dont pay more than for it
4,adds another dimension to recording and live performance
5,pretty cool
5,powerful tool takes a little practice
3,sadly it truly is just a novelty item
5,excellent creative tool
4,great entry mic
4,it is ok
5,recieved the mics days after i orderd them and the mics are great
4,good quality product for karaoke use
5,great mics at a great price
2,one stopped working
5,good unit
5,just another thing to make my travels easier
5,makes carrying easy
5,performs as advertised
3,fits well on some of the stands
3,doesnt completely hold my guitar stand
5,i love these picks
5,great for soft playing
4,not crazy about them and took a long time to arrive in the us
5,great approach
4,very good finger picks
3,took forever to get here
5,best fingerpicks for someone used to fingernails
5,fantastic
5,nice set of mics
5,these are really good mics
5,best for my budget
4,good quality for a low price
3,behringer dynamic vocal microphones
4,not too shabby
5,mic
5,great vocal sound great price solidly made builtin onoff switch no complaints
5,worth twice the price
4,these are actually very nice
4,useful in certain situations
4,works wonderfully just two complaints
5,solid build quality
5,love
4,they work well
4,great sound nice quality
5,great budget mics
5,cant beat this deal
5,great for the price
5,replaced my sm
5,as needed
5,i have to cases
4,cardiod microphones
5,great for karaoke makes bad singers sound better
4,buy them at
5,behringer ultravoice xms dynamic cardioid vocal microphones
5,great microphones for church use
4,seems like it works but
5,love this system
5,it just works
5,keeps my guitars in shape
5,keep the instrument humidified play it forever
5,works like a champ
5,love it
5,love love love
5,humidipak
5,simple and easy
5,great product
1,total bust
5,great product but prices fluctuate
4,best humidifier i have owned
5,ive used it for years and heres my take
4,good thump responsive smooth
5,just the string type for me
4,they said i was mad mad i tell you
5,excelent tone
5,perfect for my fretless
5,daddario has not failed me yet
5,s work
5,good mandolin strings
5,just right
5,great sound
5,just nice
4,i havent used it yet will come back
5,wonderful
4,soft and silky
4,a great product
5,best strings for seagull guitars
4,great strings for fingerpicking
5,smooth silky
5,wow these strings sound amazing
5,great buy for the size and price
5,exceeded all expectations
5,can be used as a main and has a lot of power
4,mighty mite pa
5,emancipation proclamation
5,a lot of sound for the size
1,the engineers at boss should be ashamed of themselves
4,digging this pedal
4,a little toppy
5,i love this pedal
3,serves its purpose
2,bought it returned it still has noise issue similar to prior model ac also overpriced vs competition
5,great product works as designed
5,excellent design
1,absolute junk
5,ableton live application
4,boss fs foot switch
5,foot switch
4,great pick nice sound slightly better than the jazz versions
5,one of my fav jazz iii guitar pics
5,nice grip on the material
4,jazz picks are great
5,my favorite jazz iii absurdly priced
5,nifty little picks
5,freaking sweet
5,best pick out there
5,great pick with a nice tight grip excellent strumming a bit small though about as big as a nickel
5,smooth jazz
5,im surprized
4,quality product
5,good tone easy to sand polishes good convenient product
5,tone plus
5,tusq saddle improved sound quality
2,is it really worth it
5,better than plastic
5,makes cheaper guitars a tad better
4,valuable upgrade
5,the gold standard
5,great guitar saddle
3,might not be right for you
5,nice sound upgrade for your guitar
5,graphtech pqc tusq fully compensated acoustic guitar saddle
5,graph tusq nut
5,its graphtechits awesome
5,best installation instructions i have seen from any company
5,couldnt be happier
5,kk pickups are the best value in transducers
5,instant acoustiguitargasm
4,very good sound good directions
5,so nice he bought it twice
2,dull
4,most natural sound for the money
4,works great in combo with a good preamp
5,convenient and stable
3,it does the job of a guitar stand but not the most sturdy
5,great portable acoustic guitar stand thats safe for most finishes
5,great guitar stand
4,heavy duty stuff
4,good plug in
3,for garageband on imac
3,great usb interface but plan on throwing software into the trash
5,perfect for practice
5,nicee
3,functional device problematic software drivers
2,for what it is
5,guitar cable
5,i use it a lot it holds up
5,short plug
5,great cables
5,great patch cable
4,its what was desired
5,the best electric guitar cable i have ever owned
5,handy and a good value
3,i goofed
5,quality cable
3,too long and too short
5,excellent quality good usability
4,good quality cable
4,works for me
5,very nice and functional
4,hey this worked really good till my grand nephews dog bit it clean in half
5,great lownoise cable
5,very good for the money
5,i love this cable
5,happy
3,could be problematic
5,good quality and fits perfectly
3,cheap cable for the tuner out on my amp
5,works great so far
5,great quality for a low price
5,economical but very good cable
2,didnt last a day
5,it works for me
5,bought two
5,guitar to pedal
4,this a good cable
4,no problems
5,hawsome
5,outstanding tuners
5,grovers ftw
4,dropin replacement for my les paul standard
5,excellent quality and precision tuning
5,years as a semipro and i keep coming back to these
5,this harmonica is nice
4,excellent but not quite a hohner
4,a great purchase
5,fantastic harp
4,it is a really cheap mic as expected
5,great mic for the price works well comes with a cord good stuff
5,good deal
1,dead on arrival
4,ffsalsayahoocom
5,cool for the kids
4,decent microphone and stand combo
5,nice stand and mic
4,great value microphone and stand combo
4,its worth the money
5,absolutely no complaints
4,seem to be higher quality
5,gls audio ft mic cable
5,my go to cables
5,for live sound
5,great cables
5,good quality cables
5,nice
5,perfect for live or studio
5,perfect for a jamhub system
5,solid affordable dependable cables
5,just get them
5,definitely worth the price helpful for complex recording setups
5,excellent quality budget priced
5,these are awesome
5,very nice cords
5,extremely surprised
5,just as good as a shure
5,perfect live vocal mic perfect price
5,its an sm for th the price
5,for the money this really delivers
5,really good quality for the price
5,great mic for the price
4,this is basically a shure clone
4,very good for the price
5,ships as expected
5,continued great products and service
5,stages can be wide
5,flexible durable quiet
3,awkward size and dont like the double function keys
3,i wanted to like this product
2,ok for practice
5,so glad i bought this
4,amazingly versatile practice tool
5,great cheap way to power your pedalboard
5,awesome power
5,great multipedal power source
5,one spot is spot on
5,smart functional the standard
5,im impressed satisfied and i saved myself a benjamin
5,problem solver
3,your results may vary
5,yay no more batteries
5,great for all stomp boxes
5,standard equipment
5,great idea
5,very effective and inexpensive product to connect your pedals
5,best at filling the need for effect pedal hook up
5,id buy it again
4,it does the job but can be noisy
5,great gear
5,super
5,very cool product
5,save your outlets just one plug
5,no buzz great for any price
4,the one spot is not bad
5,spot unit adapter
5,electricfingersyoutubecom
5,everything i needed in one spot
5,great power supply for multiple effects
4,you wont be disappointed
4,good buy
2,good ideal
5,a very handy device for anybody using multiple v stompboxes
5,yes yes yes i am glad i bought this
5,dont pay for other power supplies
5,power your whole board
5,so versatile heaven sent
5,one spot does it all
5,great accessory
5,terrific adapter solution for mediumtolarge pedalboards
5,best inexpensive adapter kit for your boss type pedals sorry boss
4,works great
4,good but not great
3,good for power in an emergency
4,nice leslie like effects
4,a great vibrato
5,awesome
5,good sound effects low price
5,awesome sonic possibilities
5,a keeper i really like it
1,busted
5,ciscofunyoutubecom
4,wouldnt leave home without it
5,i recommend it
3,its a hit and miis for behringer
5,this should be your first pedal
5,great things in one package
4,cheap and a few quirks but decent for beginners
5,great for my acoustic guitar
5,great chorus pedal
3,not as good as i thought it would be
4,dig it
5,pedal board addition
5,great sound at a great price
5,very nice guitar
5,best guitar for around
5,seagull s dreadnought
5,wonderful guitar
2,i dont quite like it
3,not as good as my used yamaha fgxsca fgs
5,best value at this price point or even three times as much
5,buy it worth it
4,a must own for british tube amps
5,great eg pedal
4,used ge
5,great eq can be used as a level booster
5,amazing the best
5,great distortion pedal
5,very nice sound
5,lots of flavors
4,sound like the boss mt just not as clear as boss
1,now that i use it with a better amp it sounds very processed and artificial in
5,let the groove begin
5,love the sound
5,gls ft audio xlr cables
5,very useful for connecting rack components
5,nicely made handy patch cables
5,extremely well made
5,audio soundman helper
3,reasonable
5,very nice gutar stand highly recommended
5,excellent value
5,great stand definitely sturdier than others in the price range
5,satisfied owner
3,unsuitable for larger guitarsbasses
5,very good stand
4,nice but not as good as the old flannel cloths
5,good productgood price
5,very cool cloth the material is substantial and it is well constructed much more so than my other polishing cloths
4,good polish cloth
5,very nice microfiber cloth
5,amazing cloth
5,cloth
4,does what it is supposed to do
5,cleans great
5,high quality without high price
5,solid build
5,nice cales
5,quality cables for the money
5,i like them
5,no duds
5,you get the best for less
5,alway in control with colors
5,nice audio cables for the
5,its a cable
4,its a knockoff but it works fine
5,great quality
5,amazing cables
5,great product fast service crazy low price
5,perfect amazing price
5,great cables from gls
5,great price on an excellent product
4,inch trs color cables
5,best deal online
5,perfect cables for your home studio
5,the go to overdrive
5,ill own this pedal for years to come
5,new pedal sweet
5,versatile overdrive
5,one of the best od pedals for les pauls
5,stars for the cheap price and quality
5,acoustic guitar bag
4,nice soft guitar case
1,hate it
5,all you need if youre careful
5,best quality in this price
5,worth what i paid
4,meh
5,no problems here works great
4,great unit
4,for the budget
5,great product but
4,for the price pfft
4,perfect for athome use
5,frist comment
5,tuned up
4,behringer tu tuner
4,no problems here
5,no issues so far
4,good quality great price
4,works good
5,worked for a while
2,cheap connections
5,good action easy adjustment noise free great value
5,very pleasing
5,perfect for what i needed it for
5,competes with many highend pedals
5,my favorite pedal
5,scream away
5,what can i say it is fantastic
5,tone is subjective
5,a classic but beware what it is and isnt
2,there are better choices
4,iconic but somewhat overpriced these days
5,just like the old days
5,warm and tube like sound
5,oh yeah thats nice
5,perfectfor me
5,the pedal thatll push your amp into the next gear
5,the classic
2,sounds like a muff but theres a good reason why its cheaper
4,great for one type of sound
5,better than the reissue
5,awesome pedal
5,classic fuzz compact size
4,good for steel guitar
5,gotta love the slow moe
3,automatic volume swells
3,not bad but not great either
1,cost too much
4,totally fuzzed
5,awseome
4,good fuzz for the
3,its a little heavy for my tastes
5,bad arse
5,the original and best
4,same old vox
5,the perfect wah sound
1,tone issues
5,superb make classic wah
5,this is a good investment
5,ow my back
4,works pretty well
4,shoulder saver
2,not as good as i expected
5,love it
4,very nice
5,easy to move between guitars feels great
2,heavy
5,excellent pedal
5,one of of the best overdrives in the world
5,ocd indeed
5,my favorite for strats
5,like a tubescreamer you can rock with
5,very deep overdrive
4,didnt even know i needed this
3,not as bad as i was expecting
5,i love behringer use several behringer components in my setup
4,does a nice job for peanuts
5,my first compressor pedal this thing stands up
5,night day
4,tried and true and an excellent value through amazon
5,greatest picks ever
4,best pick so far
4,holds up very well
5,the perfect picks for me
5,personal favorite
5,only picks i use for acoustic strumming style
5,you can never have enough picks
5,great quality great sound
4,my primary plectrum for years
5,great fit great price
5,i bought the wrong size
4,great allpurpose slide meant for ring finger use
5,its a slideworks fine
5,slip sliding away
3,i thought my fingers were medium according to the sizing
5,nice to have just make sure you size it right
5,very cool product for a good price
4,decent slide
5,does its job and fits well
5,slide
4,large
5,nice slide for acoustic and cigar box guitar
5,heavy feel but very large
4,my first slide
5,great slide large does fit large fingers
5,big
5,high quality headphones reasonable price
5,super great awesome
2,really harsh and uncomfortable
5,stop looking and buy them already
5,replaced my sennies
5,best audiophile headphones for around
5,wowthat sats it all my favorite headphones
4,overrated trust me athms
5,fantastic headphones
4,great headphones but my others are much better good isolation though
5,flat out great headphones
1,almost zero starsbass crazy world
5,simply the best
4,great first decent pair of headphones
5,i can hear things with these that i cant with others
5,so clear
5,a complete steal
5,they sound great
5,great clarity
5,finally something accurately monitors my axefx for less than blows senheiser hd pro out of the water
4,eq correction curves for the athm
5,comfortable and excellent sound
5,excellent value for the money
4,they sound great are ruged comfortalbe but they look terrible
5,warm and articulate with pleasant distortion
3,definitely changed my amp
4,at in the pi spot
4,good value and sound
5,jjs are great
5,great distortion box fairly versatile
3,beware of the title distortion its an overdrive
3,decent
5,mxr does it again
4,a no classic
4,not a bad pedal but not what i wanted either
5,sad they dont include this with the tascam
5,its a ps
1,save your money a cheaper alternative
5,new power supply for drmkii is not this power supply
5,behringer perfect pedalboard
5,everything is in order now
5,great pedal board
5,great pedal board but with a couple of minor caveats
5,amazing deal
5,awesome recorder
4,good product now updated
5,zoom h portable recorder
5,pointandrecord simplicity
5,small yet powerful
1,poor quality recorder
4,materials are the tradeoff for great price and performance
5,i absolutely love this thing
5,awesome gadget works as advertised i recommend it
5,as good as the edirol r for about half the price
5,good recording is possible without knowing much
4,h zoom
5,great for every application ive put it to
5,a must for musicians rivals the hn and performs with machines costing times as much raising rating after months use
5,excellent overall value
2,get your reading glasses on
3,too narrow for me
5,mine came with height adjustment
5,piano bench
4,comfortable and functional
5,cool product
4,another great amazon deal but heres where gear collectors and musicians part company
1,best deal cheap cables
5,nicely made
5,cable
5,very god cable
3,descent cable but
5,great xlr cable
3,the cable works
4,its just a cable
2,no longer any confidence in this brand
4,cable does a good job well made
5,will get more
3,cheap but built cheap
5,solid cable
3,okay build quality but works
5,had for a while no problems at all
4,you can never have to much mic cable
1,ordered three of these every single one broke within the first year
5,great cable for the price
4,havent use it yet
5,best bang for the buck
4,easy hookup jumper
5,a gdec convert you can be one too
5,incredible product
5,an enduring amp for good reasons
5,great sounding amp with options
5,much better than the gdecs and the spider series
3,speaker is not great amp is ok for beginner
5,i guess its good
3,does ok
4,simple small good value lots of fun
5,great little amp
5,little on price high on features
5,exelent am
4,for practice it works
4,just what i was looking for
5,great gig bag
5,works really well
4,good for casual use but wouldnt use for gigging
5,excellent gig bag
5,great gig bag
5,great gig bag
5,large dreadnought size for ibanez ew series
5,like the other reviews say
5,perfect fit
5,awesome bag great price
5,high quality gig bag
5,nice padded strap for a heavy guitar
3,good not great
4,a decent enough strap for the money
5,affordable and well made
5,guitar strap works well
5,very nice basic guitar strap
5,for the price i like this
5,nice sounding and inexpensive gt type pedal
5,great sound for the price
5,wish id found this sooner
5,real nice
5,huge amp mode effect minor cost
5,fix that analog junk distortion
5,the poor mans tube amp
5,great pedal
4,vt a solid score from behringer
5,tubed screamer
5,fantastic tube preamp
4,very nice for the price
5,the beast
5,love this thing
4,fender electric bag
5,perfect
5,comfy
4,giggity
5,great case for the price
5,offers enough basic protection at an affordable price
5,a musthave accessory to use with chromatic tuners
5,glad to own this
3,its okay
4,works great but wires are delicate
4,f logo neckplate
5,looks great
5,neat product
5,fender neck plate
5,great for bass and guitar
5,just a lil extra bling
5,looks great
5,plate is thinner thinner
4,lookin good
5,looks great but you are the only one who will see it
5,good one this time
5,good upgrade
5,easy to install looks great
5,solid piece of metal
3,fender f neckplate
5,saves you a ton of batteries
5,good replacement
5,yamaha pamm volt keyboard ac power adaptor
5,small is good
4,minus star for price
5,oem every time
5,really fun guitar picks
5,clayton friday the th picks pack
3,okay
5,the coolest picks in town
5,definitely novelty picks
4,button
5,a perfect replacement for a perfect price
5,dunlop strap button
5,perfect projuct
5,needed this for a used guitar
4,very nice strap button
4,great strap button solid
4,guitar strap button
5,its a strap button
5,great strap be aware that there are two lengths available
5,wonderful and inexpensive strap
4,feels great
5,great quality highly recommended
3,nice for electric
4,great choice more comfortable than the cheap poly straps
5,love
5,classy and comfortable it looks perfect on my beat up black
5,vintageclassic look sturdy strap
3,its a strap
4,much better than my old shoelace but less fashionable than keith richards old headscarves
4,solid guitar strap
5,very nice strap
3,nicely made but way too short
4,not nearly long enough for large body guitars
5,excellent quality construction and materials very comfortable length just right
5,this is the comfy reclining chair of straps
5,my third levys strap and still thrilled to wear it
5,comfortable well made strap highly recommended
5,great strap will have for a long time
3,excellent quality but short
4,good for the money but does not fit all guitars
5,comfortable durable inexpensive nice color
3,good strap but makes a mess
5,great levys strap for the price
5,good leather strap
5,soft comfortable
1,way too short for a dreadnought guitar do not buy this strap
5,levi strap
5,the best guitar strap made
3,very soft but decent
5,strapitup
5,looks great durable longlasting
4,all good but stiff material
3,leather ends extremely stiff
2,cutting edge
5,levys quality
5,looks really nice
5,fine quality
3,comes up a little short
5,very comfy easy to install great strap
5,look
5,excellent strap
5,heavy duty classy guitar strap
5,insanely well built
4,levys leather straps
4,it works fine
5,i was delighted
5,this works
5,works as advertised
5,its very good
5,great little power supply for the money
1,item was not like it was described be careful
5,works very well for me no problems
1,this is not a spot brand plug
5,save a bomb
5,visual sound one spot multi plug cable
5,great deal me
5,one spot upgrade
4,nice reliable pedal
3,this is just okay
3,behringer stereo chorus pedal
5,good pedal get one
2,dont bother
4,
5,you get more than you paid
5,good back ground
5,behringer dd guitar delay effect pedal
3,not much to say here
5,dd clone on the cheap
5,more than satisfied
5,vocal delay for real
4,electric fingers
3,ok for the money but not great
5,wow
5,digital delay pedal
4,great for the price
4,awesome little thing for the price
4,why pay more
5,plenty of room on this one
5,it might need its own zip code
5,great board
5,everything you need nothing you dont
4,wow
5,best ever doesnt break profound ease of use and does exactly what all others promise but dont do great for smaller hands
5,have tried many this is one of the best
4,good capo for the price
4,works as good as any other capo for a lower price
4,i like it
2,something like this really should last at least a year or
2,i got what i paid for
2,stick with the ac or better yet use your iphonecomputer as an amp
5,awesome marshall tone from a product that says vox on it
5,very very nice and an awesome price
5,good quality
3,works great
5,nice retro look quality cable
2,long cable stopped working fast
5,great guitar cable
5,very flexible
2,does not perform as expected poor quality
5,guitar connection
5,it does its job well
5,tweed guitar cable
5,great cable hard to tangle
4,works great
1,junk
5,the best
5,i love gold
5,a top notch cable period
5,you want the best tone buy mogami
4,maybe a little pricy
5,a perfectly good patch connector
5,does as advertised and value for money
4,good price does the job
5,great simple cable
5,well make good looking
5,good quality cables without noise
5,good patch cable
2,it now rest at bottom of a box
5,nice attachement for my mic boom
5,holds a microphone boom adequately
3,mic mount
5,niceeeeee
5,perfect no led issues here amazoncom provided this one
1,defective
3,it still worked fine when i sold it
3,nice amp for the money
5,found
3,only fits certain guitars
5,buzz free
5,must have for acousticelectric
1,doesnt fit
5,it works
4,it works great
3,pretty cool
5,easy and unexpensive antifeedback solution
4,its good
1,doesnt work for sound reduction
5,absolute musthave for acousticelectric players plugging into a pa
3,not for all guitars
5,perfect fit
5,great item
4,doesnt push any envelopes
5,nice tones subtle phase similar to mxr
3,its behringer
5,this one is awesome
3,hard to switch
5,adding a phase shifter to my pedal board
5,they actually sound a little like the david gilmour guitar tone
5,great strings
4,i give it stars
5,their great
5,yes
5,yes
5,strong longlasting
5,wonderful sound and fabulose feel
5,im very pleased with this strings
5,good price good sound
5,excellent strings great quality and tone
5,perfect stand
4,solid compact and works well
5,jazzgyrl
4,sturdy little mic stand
4,comparison between bxa deluxe fostex pm mkii
1,worked great for months
4,one year in going strong update two years in going strong
5,great monitors
4,great
2,one speaker buzzed both sounded just ok
1,sound nice but very unreliable bxa deluxe
4,good pick to have in your aresonal
5,very pretty they hold nicely
5,dava grip tip picks are awesome
5,great in certain areas
5,these picks work fab
5,nice grip
3,grip is nice but a thinner pick worked better for me
5,great pick
5,great lil picks
4,no more dropping picks
5,made for shaky hands
1,too flimsy
4,theyre nice but
2,too flexible
5,just what i needed
5,sound is great and havent dropped one yet
5,love these
5,good for acoustic nylon string
5,perfect grip
5,grip tip picks
5,the only pick i will buy
5,just a matter of taste
5,to begin with its a korg
5,a great tuner and a great buy
5,excellent
5,korg pitchblack true bypass chromatic tuner pedal with display modes
5,best tuner for anyones rig
5,my fav pedal tuner
5,perfect tune
5,everything anyone needs in a stage tuner
4,awesome tuner slight defect
5,nice and simple
5,gold standard
5,i love this tuner
5,best bass tuner ive used
5,this product is great not a bit of noise
5,i love this tuner
5,outstanding tuner
5,the perfect tuner
5,one of the best
5,great tuner could be smaller
5,its an industry standard for a reason
5,hey am i in tune
5,skip the boss and get this one
5,great tuner
5,a good tunner
5,good pedal
5,awesome pedal
5,walletfriendly intelligent and friendly
4,great sounds poor quality housing
5,looking for a little s for my ampthis was it
5,behringer us ultra harmonistshifter pedal
4,its okay for some things but really great for others
5,early review
5,versatile shifter
2,cool pedal that broke quick
3,inexpensive alternative to harmony effects
4,super awesome pedal
4,harmony on a budget was never sweeter
4,very nice
3,exactly what you would expect from behringer
5,great for the money
