rating,review
4,it is working as expected so farno complaintsgododthe product is definitely worth the price and keeps the laptop super cool i am not a gamer and this review is not for a gaming pc its very convenient for my office work the cooling pad has an additional usb and it helps in case an additional usb port is required when using the cooling padnot in mostly usegood productbut fan speed is little slowi tried it on my gaming and office laptopthere was difference in temperatures on gaming laptopoffice laptop hp core i th gen did feel slightly cool to touch with the cooling pad but its ergonomics arent greatbut its value for money the two fans offer very little airflow and audible noise in wintersbody is sturdy enough but the laptop slips from the top grilland when you use the non slip clips on the front they come in the way of your hands while working on the laptopyour hand essentially rests on those clips and it hurtsdesign needs improvement and fans should have higher airflow accordingly a customer wouldnt mind slightly higher priceit is a decent product and economic in this price rangefan speed is decent for better speed give power from your chargernot recommended for high end performance laptopsa good product that keeps that decreases the laptop heat my dell vostro with th gen i would hover at around c during regular use such as browsing movies youtube ps emulation etc but with this cooler the temps came down to c during heavy gaming tested with fallout new vegas cpu igpu the laptop heated up as if there was no cooling pad but the laptop surface felt cooler please note that i live in a hill station and the climate is generally cool so your experience may be different i have not tested this with a gaming laptop
4,good product saves your palm from the rough surfaces its ok so far the external material deteriorated a little but nothing like it has become unuable or something other than that all goodi am super satisfied with this mouse pad i have been using this for office work as well as gaming for the past few months and i have to say it provides extraordinary comfort definitely will recommend everyone to go for this as it exceeded my expectationggreat mouse pad month using after post reviewusing this product since months soft and really useful for daily use bought it for bucks i will recommend buying this productit is a wonderful product and gives the best experience and reasonable price build quality and smoothness is excellent it totally gives a premium inhand feelwould definitely recommend itabsolutely terrific purchase worth the price its very sturdy at the bottom so it doesnt move when you use the mouse and the the grip is also greati purchase this after my hand got scratched because of the table where i keep my hand when using the mouse now the problem is resolvedvalue of moneydifferent colour should be available
4,well i had a notion that cheap bt headphones could not produce good sound well i was wrong n im glad i use iem in ear wired headphones usually used sony skullcandy soundmagic kz m not gonna say its better then all of the above but u will be satisfied with the product sound quality is awesome bass is good not like in earbut still wonderful and enough u cant have the effect of an in ear earphones bass quality in a cheap bt for that u need to spend at least k i think it has a passive sound isolation nd its great due to its fit and the foam half of the outer noise gets substacted just by putting it on then the rest go out while the music is on dual mode is good but dont think anyone would use the normal mode cant use the phone eq on nt headphones thats a down side but u can use other third party eq or the eq in spotify or saavn works the headphones itself might feel it could break cos all of it is made of plastic but feels like its a good one and wont break the pads are soft it dosent hurt the head or the ear used it for hours been hearing from a lot of review about the sound quality of these but believe me most of them r giving the review after using it for the first time headphone guide u need to burn the drivers i mean u need to use the headphones for a couple of days to get its full potential and sound quality is very good vocals are easyly separated bass is enough treble is the right amount the way i like it sound stage is good due to being a on ear with big dynamic driver and u would feel the richness of the sound cos of the brand a better headphone is the one which creates good and detailed sound not those who are loud so yeah i would recommend this over boat and one last thing due to it being only a bt headphone and no aux cable is available the sound quality deepeneds on the device ur using the bluetooth quality and the amount of sound out put it can produce u can charge it with ur nrml charger if its v do not use fast charger been using it for two days now need to burn them drivers more and will update on the sound quality and yeah the battery back up is really good have used it for almost hours still charge left it shows in the bt connectivity sec on ur phone at the end if ur looking for a headphone with a good premium look a well reputed brand and great sound quality do buy this without a doubt this r satisfactory very much go for itp s amazon delivery is really not up to the mark even being a reputed company and all ow and another thing saw some complain about it being manufactured in china mine says manufactured in malaysia yes its a original one have registered it with harman audioeverything the bass the battery is superb just a big and only problem it doesnt support dual connectivity which is available in even boats below headphonesdual connectivity is very much required for many as we have to work together on smartphone laptop simultaneouslyso again again disconnecting from lapy the connecting to mobile is just painso harman please include dual connectivitybought this at kgood one but sound is low who wants to listen music veru loud with high bass its not for them also its not covering for me sometimes its giving pain while using long hoursgoodgood productgood qualityagar build quility ko chhor diya jay to to yah headphone tak k best headphone hok
4,very thin and sleekpremium quality over all goodwaluable product for a studentworth for the moneysuitable for hard useits been a week since i got this and so far its good does the job i really am enjoying using my ipad even more really worth it colour is also very good you can definitely go for itoverall the product quality is goodfyi if you are looking for an ipad cover with pencil holder this may not be the best option
4,excellent piece of wireless mouse reasonable price and worth every penny one problem i faced is the scroll stopped working nowperformance is good and very silent good mousecursor movement is goodclick is literally noiselesssize could have been a little bigoverall goodits a good onelike very soft to hand no clicking sound very favorable for it guys who wants quiet environmentfor size of the mouse neither too small nor very big in handdislike you can consider it very less as it is a very soft to hand care in uses must be takengoodi got this mouse because sometimes it is easy and conserves space also i wanted to be a bit away from my laptop screen please note that it is best if you buy even a wireless keyboard then you are truly away i bought this for this is a very good wireless mouse works seamlessly fits superb on your hand and is simple plug and play the grip on the hand is amazing and the size is just right for everything from simple browsing to playing the game mouse is sensitive on any surface and doesnt require a pad i use it on the bed without any issue just go for itgiving five stars so that you could notice it
4,r super goodlove themnicenicegood productbahut acche lagte hainmy daughter liked these acrylic paint tunes nice colors
4,quite affordable but got a few issuesjust got one usb connector that connects both mouse and keyboard what if someone wanted to use them separatelymouse sleeps after a long time and you have to press a key in keyboard inorder to make the mouse active againamazing i really really like it this keyboard or mouse using daily feel good and more interest at work to doi bought this for daily use for my devices but since has only one receptor so it can only be used with either kvm or single machine at oncealso the battery hole on the keyboard will only accomodate lr aa batteries only and is not even suitable for the normal aa batteries so you will have to have differnet kind of batteries for both the mouse and the keyboardalso there is always a lag in the typing of the keyboard its not as efficient like if i press keys pretty quickly one after the other so either it will pick only one key stroke or the second key stroke before the first oneyes this combo is pretty good if you are going to have a normal usage at home with just one pc in place then it is one of the most worth the money products but for all rest and regurous usage this will not satisfy the needs and you would need to go higher ranges of comboprosbuilt qualitydesignmouse design and accuracyconsseems small keyboard no num pad same as apple keyboard sizeif your budget under go for itsmooth key pressthere should be a switch buttondevice is very good suitable for travelersi like the size of the product and operationeasy to fit in the laptop bag evencarry for presentations outside to operate from a distance
4,i want laptop size standgood producthi i brought this product since a colleague also used same product i got to know that this is worth the product buy from this vendori saw it is more than worth it and performs as shown in product images and descriptioni can feel i can work for long hours with my laptop with this standafter buying this product felt i made a good choice with seller also product quality is awesome i am writing this after using the product for more than a montheasy to use and carryeasy to use light weight and multi functionalthis is a great product i am using for my laptop as a stand this helps me to adjust screen angle easilylight on weight and good flexibilityits save space and easy to handle
3,its a good product in this price i would hardly get any worst thing about the product as far i am using this its totally fine battery life is good case is good looks is good and the sound is great this range this product is good if you are thinking about other companies than thats also fine first compare than buyyou will enjoy the music for sure its loud with decent bass but if you are picking this up for calls its ok when you are in silent sapce its definitely not a good option if you have to use them for calls during a ride or in a noisy public placesnot good for calliggood for musicyou get what you pay fordoes the job the button is very sensetive so even when you when to press them to go back right into your ears something or the other gets happens may be its too early for me to get use to it over all alright product for the price bluetooth connectivity goodtoo small need to be careful if ur moving aroundwell only time will answer if its worth the pricedoes not fit in earalways fallsrest is ok
4,wd only names enjoyed productgoodspeed is as it shows on packagegood oneshould be baughtproduct was good but delivery people behaviour was in rude and reckless manner they simply throwing the packages even though i object that way of doing they irrecklessly giving answers like we r throwing packages as it is tell to anybody whom you want please cancel the licences of of amazon delivery agencyhi i write this review after a long working period without any trouble in sdd compare with hdd this sdd have boot my laptop much faster than old hdd and rwr speed is good trust to buy with more capacity in feature thanks for the good producti was looking for nd hdd for backup ssd purpose its not highspeed io disk but getting all the advantages of ssd along with name of wdbest producti personally recommend using the product superb fastverry usefull for boosting speed of pc
4,impression of the pen were good handling grip is also ok can be recommended to buy for money excellent performanceit will stop writing in between eventually and has smooth area at first when writing after some time the grip will be comfortablereceived only pens pens are missing although pens r very gud it gives a smooth writing and a stylish look as wellproduct is nice and it works smoothly but i didnt get the refils otherwise it is very nicereasonably okaywhy only pensit said there are pens
4,nice combination for color sketchesit glides great but is sometimes notsmells bad when you open itcap grip not goodall good just the little messed upgel ink is good but the cap isnt tight enough keeps coming offi literally like the flow which is smooth like butter plus this also contain golden and silver shades
4,single touch on off is very bad every time use and single touch any surface this pen is off please updateworks great only issue is it turn off suddenly after mins of use also power on and off sensor is very sensitive but oher than this issue works as it shouldcharging is not so longerpretty decent for moneygood product at reasonable priceperfect fit for amazon basics pencil really awesome beyond my expectationsafter few days of usage works fine you can see youtube reviews for details one drawback is accidental touch on top tends to power off the device the charging c cable within the pack i got is defective doesnt plug in correctly charge holds for good time over a days usage kingone is cheaper in agif sale and this one was relatively expensive but at price point compared to apple this is good for casual use
4,this turned out to be the worst mouse ever double clicking within a month and scroll wheel scrolling in the reverse direction randomlyedit the warranty requires you to take the mouse to their service centre which was a pain as it took me a while to find the nearest service centre and the address was incorrect the service centre was helpful though as they replaced my mouse in a matter of minutes with no hassle will edit based on how the replacement worksedit replacement mouse working well so farthis mouse feels and looks awesome the slight rubbery texture feels premium and the build quality is also amazing but the clicks seems to be a little sensitive for regular use its amazing cant get better but for gaming i would want a mouse with a little sturdier click i click heavy during gaming and the mouse may take it but it remains in my head so even for light gaming its fine where use of click is less as compared to fps shooting gamesit is an awesome upgrade for beginner level gamers just changing mouse can actually improve your experience and gameplay my boyfriend recommended this to me as we play valorant together and my aim was persistently bad even though i tried so hard playing with regular bluetooth dell mouse changing from that to this piece was a great doing recommended if youre just starting to play anything like csgovalorant or any other first person shooter game on regular basisi purchased it ondec and i am writing this on dec and ill be honest no other mouse can offer this much quality in this price so if you can buy it just go ahead but but theres an alternative mouse by razer almost the same price razer deat ader i guess thats the name so you better check that one if rgb is not your priority yiu can choose that one byego for itdesign is easy to hold and there are extra buttons on right side which i find very useful its size is perfect for my hand just one bad thing is after using for some time its surface become smoother or upper layer gets removedgood mouse but has poor wire qualityits little big but the mouse is giving its best for gaming
3,onedra full prodactgood but sometime sound doesnt clearbest quality bluetooth speaker with great bass and sound enhancementproblems charging cable is so poor in qualitycharging port could not be connected easily due to loose connection of ports some times a little shake will disconnect the chargercharge percentage is not shown anywhereother than this little audio lag issue when videos are played but it doesnt happen all timeadvantages best solid bodysound quality is litbest to watch movies with high quality audiothanks for this best product zebronicsplease resolve this little issues in this productthank youedit dec now i have problem replacement is also not available in amazon app charging port is not working properly every time automatically switch off in full charge also please replace my order zebronicswith w sound is lowswitches are on the sides hence its difficult to operate for mode same switch is there sound quality is average product is light weightcharging taking more timesound quality is spuer bass effect is low but worth for this price important battery percentage not showing anywhere
3,it works great for my laptopthis is a good accessory to connect sata drives to computer via usb interfacethe advantage is that there is no need to stop computer attach drive to sata then restart format etcthis is faster to install without turning off the computerthe con is that the data transfer speed is less also this cannot be used to boot from so its just an accessory to transfer data to and from computer in easy way but one cannot boot into this like one can using usb driveit is very handy speed is awesome working flawlessly but the build quality is very delicate they should improve the build quality but the main job can be done without any problem and im getting upto mbps speedthe product is good for the usenot cheap but its ok price also usb so its fast and the quality of the material is not that bad its plastic but good plasticamazon sent a replacement as the first delivered cable stopped functioning in one hourthe product works it seems usb compliantbut it is very flimsy for a product that could be used multiple times and will need to be connected and detached from a inch hdd or ssdthe plastic housing for the sata port can be squished and it even bends and moves a littlethe cable is a foot long but is thin and needs to be thickeri have another usb to sata port adapter but it is pretty sturdyif you are going to keep the sata part connected always then this product could be ok but not recommended for professionals who rely on such a cable to connect multiple drives in a dayits working fine with old seagate hard diskokay product online price could be maximum strictly in my opinion
4,giving this review after using it for monthsi am using more cameras from other brands which are china made i bought them or years ago and there are various issues with them wanted to buy this qubo camera and give it a try as this is made in india and from the famous hero group the product did live up to my expectationhere are my observationspros excellent in performance accurate in motion detection can connect anytime from anywhere if the camera is connected to the internet led turns red when there is no internet connectivity crystal clear vision even in nightcons had to struggle a bit in configuring it the usability of the app is not easy to understand figured out the right options to use after few trials hence giving star rating the led doesnt glow green when it is recording though the option is turned onkeep it up hero group and looking forward to more such great products from your organizationthe qubo camera is great i am able to set it up for my kittens whom i can be assured once i leave my house for some time the best feature is the two way talk in which we can communicate via the camera itselfproduct is very easy to install as well as setup and use it is excellent motion detection and also has person detection which is not available in this price rangecamera quality and clarity are good also having excellent features this camera was delivered on time and the tech support is also good the only missing feature is that this camera lacks storage to external nvri bought this model for my living room its very decent and easy to install working very wellit is i goo product i using it and i hai be over month and i have no issues with this producttarget has to fixed as it observed motion and went over there on wall it get stuck over there as no motion now nextgreat product works well just faced couple of issues while setting up but after that it is working great
4,very goodwhy go for cheap chinese onesgood cellssome of cell is not at but they are at or price is low but stock is old rest okgot for just greatgood product i think but not greati have replaced old cr cell with this new one and all working good but it is providing dimlight when pushed light button so i think this chotapower is not providing sufficient powerfor my daughters notepad the perfect cell which i received with fast delivery at homewhat else one can expect from amazon good quality
4,the best thing is we can use it in different wayssatisfied purchase price is lesser than in shops good one quality also is niceaccording to description satisfiedexcellenti like this products quality i will try to add more pictures when i finished my drafting if it looks goodvery good to uselike itnice colour texture
4,nice productvery good adpeatormy laptop is ideapad i am looking for the company charger the charger specifications i hot got are ac adapter w and model adlxccgia it is a original charger and this is the exact charger which is same as my earlier original one i am happy for this product it is very good charger worked fine charged percent in hours let see how it will perform further any one looking for idea pad go for it no doubt it will suits your laptop got it for rupeesthis is the exact same charger i got with my ideapad ikb and it works great its a genuine product with all the related papers in the box quite a steal at k as the buying the same from lenovos website costs more than double the price of this fast delivery too go for iti saw this product in service center for and here got on half price using from last months and working very good and a genuine productits orginal lenovo charger should buy itso far so good looks like original and i think they are selling original go for this one same as my original one no poor feedbackit charges my laptop in hours but my laptop battery is years old battery life is low otherwise charger is working fine for me
3,not a perfect fit for long usageone problem you may face if you use it continuously for a long time may be ear ache can be startalthough its an hp product theres nothing to write home about this headphone it does what it is promised and theres value for money as you can trust the brand but dont expect anything extra no volume control or onoff button comfortable to wear but not designed for comfort clear sound and a mic but no advanced features for either yet its good for the priceproduct would not meet my expectation and sound quality is poorsound quality is good cancels the background noisenot a bad dealbuild quality and sound quality was goodbase and noise cancelling is also good i bought it in october month but now is not wprking properly
4,get it get it get itit is my second time getting this keeb as i had modified foamtape mod and sold my first one which i had brought from elitehubs i was going to get it again from them but they lost my account from their server t_t which i had a few cashbacks balance onpros hz polling rate confirmed and checked using usb viewer by microsoft best rgb leds ive seen on a keyboard under k these things are bright vibrant af great clicks especially for a linear switch decent enough build quality angled usb c port at the side life saver for me feels great for typing and gaming looks great cons there arent any cons if you get this keeb but just to be nitpicky i would say that the switch and keycap puller that comes with this board is better if not used as the quality of it a bit on the lower side and it has a tendency to damage switches while pulling them out the software is sweet and simple but some more features can be added thats it get it soon before the stock runs out must have mechanical keyboard for your typing and gaming needs the keys are hot swappable no drivers needed just plug and play must download the software if you want a specific rgb colour or transitions and macros excellent built quality swiftly delivered from origin shop in days price is justifiable for people using the uk layout keyboard press shiftend key for press key above return key to type use fnwasd keys for navigation cheers too small for my handsi recommend the keys little more spaced and big for easy clickingthanks for reading my reviewthis is my first mechanical keyboard and im so happy with this apart from the lights i like the sound the keys make the quick response and swift keys id recommend it for people who might want to switch to the mechanical keyboard also the grey and white colour is awesomethe quality of the keyboard is goodthe sound n keys r impressivethe main point is the rgb which is excellent with soo many rgb modes which is always controlled by the software and the brightness is the bestif u r looking for a red switches mechanical keyboard and you love rgb go for this one but its keyboard if u r a coader or needs arrows key ig you should choose something else but if non of problems u have just go for itusing it from last monthgreat value for moneygreat lightsthey provided extra switches also which was lifesaver for me i changed switches in kb cuz w key and backspace was brokedeasy to mod
4,i bought it months ago for my hp inktankits working better than local onescolour quality is good like originalcolours not coming off from glossy photo paperi dont know about originalitygood to receive original hp ink from amazon it was also delivered in record timegood for perfect printoutthe ink is missing otherwise it is a genuine product very good printing and no problem at all however as i said it is filled only or all buy original products to keep your product safenicethe ink quality is very good original product i got perfectly packed bottles all sealed but the ink bottles are empty though the bottles are big and of large diameter so i guess it contains ml inkthe mouth of the bottle is big and a ml syringe easily gets inside i used this ink to refill my canon pg cartridges i am surprise with the print quality and count of prints same deep black color like the original pg cartridgenearly th of the bottle is empty
4,short review really good product and sound quality is very nice good for living rooms about x ft or even bigger space i installed it and connected to tv using coaxial cable volume clarity bass everything is perfect overall value for money productlong review i have experience other company speakers like jbl and sony and had decided to buy those but this one is similar in sound quality treble is nice and crisp vocals sound nice even at higher volumes bass is amazing fills entire room with that boom sound watching movies and listening to music is much better now with these speakersused these for about days and overall experience is good sound bar not subwoofer size is big considering this is w but for me this is perfect size as it matches my tv length and looks good subwoofer small and compact unit bass is amazing gives that boom effect in action scenes and when listening to music remote minimal but functional remote has all the required features in single click connectivity does not have optical spdif but thats ok as coaxial option is available and mostly all tvs have coax connectivity only take a look below for bluetooth connectivity overall bluetooth works very well except when you connect certain devices with newer hardwarei have a smaller unit installed in another room and always used to watch movies on that speaker unit but after listening to this one i feel sound and bass of that other unit is just very low this one really sounds good and makes watching movies and listening to music a good experiencenote i think the unit uses bluetooth if you have devices with new bt drivers or hardware when you connect such newer devices treble and sound quality has minor issue not much but still you can hear it in some situations that treble and vocals are not clear this is not an issue when you use your mobile to connect using bluetooth i wanted crystal clear sound so i have connected using coaxial cable and sound quality is amazing over wired connectionsound quality is average not up to the mark the best but aux mode not workingit would be good it the sound system was more better bestnice prodectremote playback so best mujhe to acha laga tag zebronic
4,the sound quality is great all the treble highs and mids are great but the bass is kinda okay okayi have bought it two times i like this i have been using it since january good quality earphones and bassyes bass is also bestits awesomelike itgoodthe sound is just like other boat eraphones ive tried slightly bass heavy not as balanced as youd expect from more expensive brands most people would like it thopastel bluepurple colour looks pretty good
4,bati bativoltage and performance is not at par with other brandsgood quality batteriesthese cell are good replacementthese are original duracell batteries my car fob key asks for a single cr so instead i put two cr one over other like a sandwich works like normal but you dont try this hack i needed cr for my fasttrack watch so i ordered them but tried the above hack for my car keys and it worked do not try this at home loltip when handling any kinda batteries make sure you dont touch both ve and ve side at the same time it discharges the battery sooner handle it with a plastic tweezer or with silicone glovesbest liion cellsfor car keys etc
4,i ordered this mi camera recieved the product but it was defective not working properly so i called customer care and placed the request for replacementthe replacement order was supposed to be delivered by dec but today is rd jan it is yet not delivered i am being told the package has been lost you return the defective product and you will get the refundafter waiting so long the product is not delivered and i will get the refund very bad service from amazonnight vision is good sometimes person detected notification will be delayed and motion detection sometimes doesnt work other than that everything is goodthe camera supports gb of memory card while the online storage as mentioned in the details of days rollover in india is missingremember nothing is perfect xiaomi has already released home security cameras using other brands such as yi and the home security camera market is yet to be adapted in large so you can expect a lot of misunderstanding on how everything works together in a home security camera in generalinitial setup it is a breeze for some but pain for others see the star ratings if you want proof i had trouble getting this camera recognized by its own app mi home it took about hour to recognize after trying with different lighting conditions the camera got disconnected from the app after i switched the ssid of the router so i had to pair it again this time it took more than a day of trial and error i had to keep the camera under bright sun light in order to get recognized by the mi home app lesson learned in a hard waybandwidth requirement this camera requires x connectivity with solid internet connection and with good upload bandwidth even if you have mbps connection this camera can only be connected via wireless so longer the distance from the router shorter the bandwidth this camera hangs up if it doesnt have enough bandwidth if you add nas storage youd need even more bandwidth between the camera and the router the camera is very sensitive if you set up any conflicting configurations itd just hang and would not record anything at all even in the onboard sd card storage if the camera hangs for a particular reason you have to restart it it is a pain to troubleshoot things when you are miles away from home in another citymi home app requires almost all the permissions from your phone but i was able to disable most permissions except location and storage whats more you get ads in the app right after opening it on the dashboard where you see the list of devices since version released on dec i wish xiaomi released a dedicated app for home security cameras like other companies have donegoogle assistance isnt compatible with this camera if you are into that sort of thing some other cameras from xiaomi not released in india are supported thoughonce paired to the app and once you have the perfect setup with nas and good wireless bandwidth to from the camera you may become addicted to use it under different conditions such as with total darknessif you are technically sound and have around k budget raspberry pi based home security is a better option if you are on a budget and if you dont want to spend a lot of time on technical things then xiaomi mi home security camera is the best home monitoring camera you can getgood enough it works as it shownnice camera and easy to install only issus is motion censor doesnt workits good but price is high and sometime its not working so good cant take motion recordingnot up to mark
3,goodexcellent for mouse keyboard pdi brought it for mi tv it works well with laptop while connection to tv hard disk is not detectedon time deliverynice productall ports workigit has been purchased it has additionalexternal power but adapter is not easily available purpose is not fullfillgood product and useful for laptops that have lesser number of portsgoodi liked this product its worthfulthank you amazon for this
3,stopped working after a month of use dont waste your money on this producteverything is best but build quality is avglets get directly into the pros cons sry it will be a long review coz the review have to be useful for everyone who plans to buy thispros the price given to this price bracket its the best one i can suggest from the built quality to the audio quality its superior for the price i got for this price tagthen the comfort everybody complaining about the earpads i dont know why if your going for over the ear type u have to be known that u cant wear it all day long the most expensive products also tend to warm your ears and get a little uncomfortable so if its not preffered u can go for earphones or earbuds as i bought multiple ober the ear headphones there will be rought cloth like texture that will irritate your ears but this one has soft cushion like material im really comfortable with this oneand next the audio quality i have previosuly owned boult inear earphones so i know the bass quality and vocal quality so i booked this without even thinking twice and it has delivered what it can the best part is im really comfortable in this one than my inear earphones the sound is even better and you dont get high volume levels like those local cheap products on the markets but the bass and clarity will give you some extra feel especially the bass its really engaging if ur a bass lover go for itthen the quality i know the boult for sometime but for over the ear headphones at this price point i was little skeptical about the build quality before the delivery and it suprised me dont think that build quality is extraordinary like sennheiser or sony coz ur not paying that much for this so for this price its so good even better than the boat headphones which is slightly high in the price tagnow cons little skeptical about the warranty because when i gone to register this and both while i was registered my boult inear earphones they didnt asked for invoice slips and no serial number is asked then how can they proceed if we call for the warranty claims but hopefully i think this will last long as seeing the quality next is the cable quality i didnt complaining about it but they mentioned in amazon as its an kevlar cable so i expected a lott but its a normal cable bt its sturdy enough i didnt check the mic on it i make a call on this the other person was able to understand me but i dont know hows the qualityto help you guys i have metioned every aspect in detailed manner so it can helpful for people who spend their valuable money coz every single rupee countshave a nice and safe shopping byeachhi product hegot the product delivered unharmed in daysi got it for this is the best branded product in this price rangesound quality is pretty good considering the pricebass is good but the loudness is a bit low you have to listen them above the level of your mobileclearity is very goodi bought them for online lectures and they worked great for the purposeear cups are comfortable and reduces much background noise besides they arent known for passive noise cancellationthe wire attached to the ear cups is a bit delicate and may break if pulled forcefully so you have to handle it carefullyi have attached a pic with side by side comparison of my old boat rockerz which i bought for in and they lasted for a very long duration of yearsthe boult audio q looks a bit delicate as compared to boat rockerz but dont forget theres a double price difference between themlets see how long it goessumming up this is the best product in this price segment just go for it if you get the samenoise level is so high i couldnt listen more than minutes so i like to choose another brand please refund for this productquality not as expected leveli use this product for mostly in gaming and listening songs but there are no mic in it
4,it is good and fragile simply affixed on screen there was a little difficulty faces as guide frame supplied is not according to glass but some how i fixed it successfully and thanks to seller for supply a pair of screen guard packaging was also goodits really of good quality i have read problems like the apple pencil doesnt work after applying this protector but i honestly didnt feel any lag i rated because one of the protectors created a bubble at a specific area and didnt get out even after trying so hard and following all the instructions properly and i had to use another one which got applied properly without creating any bubblesi ended up wasting one tempered glass because of air bubbles that wouldnt go away i skipped wiping with micro fibre cloth which may have led to the problem however the other glass worked fine i had to take off my ipad cover to enable the application the previous one wouldnt align with the cover in place adhesion of the first one gave up as soon as i tried to lift and reapply again might be attributable to the fact that i didnt get rid of the dust particles like i should havethe one that i successfully applied works just finegood product decent alignmentgreat product theres no such anti glare thing also not really good for using apple pencil i mean the surface is not paper like thats why one more thing it gets fingerprints really fastapplication is very easy but take care there is no dust on the ipad because if a bubbles formed you cannot correct itgood
4,can buy but only when price is lessits not tht oomph feel to writeconsidering the name parker its like regular ball pensrather can tell the ink is too dull compared to other ball penslot of money taken under the name parkerits the worth of i thought parker would be good compared to the lousy pen its uncomfortable i dont use it at allmoneywise goodi use parker pen because it runs finethe pen has a black body but blue jotter refill in it the blue jotter writes awfully the ink flow has reduced over timeim using this from last years im happy with the productnice packaging quality look
3,tips are okay but they are small wondering if they took a reference of kid they fit into the buds just fine but have lost noise cancellation since they are really smallyeah its not fit for twssi bought it for my tws realme buds air but its not fit i mean its not gonna close completely im talking about my tws casegood product i like itperfect fit for my oppo enco m green took few seconds to put it and it stays like the original bud the quality is decent for its price its a pack of its good and comfortablelittle tough to put on oneplus wireless z headphones as the size may be a bit off but once on they wont fall off and are pretty comfortable in earcomfortable and squeezy fits into most earphones likely and you dont feel uncomfortable during long hours of streaming contentvalue for money very good quality
3,the color cartridge ink levels were low during printer setup the packaging was torn and damaged leads me to question if this was a refurbished product that was delivered to meprint quality is goodink gets over after a few printsproduct got delivered on next day of order pack was intactmany complained on the printer ink they pack s ink tanks so we cannot expect more prints i belive we need to wait and watch on usageprint quality was good good scannerhad tough time on installing it on windows since it end up saying printer not connectedtried to reach support line and they said it is a carry in warrnty and shared the local agent number to walkin and fixmanaged to install the driver manually and able to add the printer itwe need to pick the usb sure it will have cannon word on it by default it picked ltp for me and i was not able to connect to printer after changed the usb and picked the correct connection printer started working without any issuewill update the journeyvery nice productgoodprobably its for regular use not for residential with few usesthe inkjets become dry too fast making it very expensive to maintaingood
4,i had an lg monitor and broke it twice while wiping with cloth it couldnt even take my ring figure pressure first time i repaired it with huge cost but second time had to throw it then i bought this one slightly smaller as i was afraid not to pay too much lg had inbuilt speaker but this one does not there is no speakermike the picture quality is good i have a dell soundbar for audiomic so that is covered the brightness is too much at but i can reduce it to which is good enough for methe monitor includes power chord and hdmi cable it has a nice sturdy stand the build quality is good the viewing angles are also good with no glare from room lighting overall the picture quality is quite good the monitor also has eye care settings there are couple of separate screws provided in a plastic cover so be careful while unpacking i had no missing screws problemi have been using for my personal and office work its a good product when you like to splitting the screen and work simultaneously in two different windowsthe experience is far greatcame with the just the oem package slapped with invoice but the product was safepros inch screen pixels are small enough u can see it if u try but not bad ips bleed is not there but there is definitely ips glow but not that bad hz but meh i cant tell the difference but again i have hz phone so makes no sense to buy it for hzcolors are good movies and games pop out well comes with a hdmi cable which is neat build it good and angle of the monitor can be movedconshas like a slight yellow tint just like the redmi phone but u could get used to it hz is a gimmick no display port which so bad ips glow is there not much but dark things will look greygame mode is useless and eye blindingthe power cable has a adapter with it which is pretty fragile if it break ur monitor is a brick verdicti would say dont buy this just for the hz its not worth it i would be looking into benq and lg monitor or go big and get a higher refresh rate monitor i wouldnt say this was a waste of money but this definitely expensive for wat its offeringpros good display quality thats the end of proscons why on gods green earth there is no audio jackwhat is the use of hdmi port if user cant get video and audio both if someone is investing k on a monitor why in anyone will need a vga port build quality is questionable entire build is made of plastic which is fine but for me monitor was always a little tilted no matter how hard i screwed the stand it was still the same amd freesync isnt much affective you can still see screen tearing stand movement is very stiff i almost felt like i broke it just bad build qualityif you are only going to use hdmi port and find a workaround for audio then alright but for someone who games on pc and console both this is not good enoughif you are willing to sacrifice little bit of visual quality and hz of refresh rate which is not noticeable at all then go for benq same price but less hassleorbetter bump up your budget go for lg mkm which goes for k or less but worth itit could have one more hdmi port monitor for editing and casual gaming
4,good oneyou can go for itits a really good product in every kind but i think size is quite loose but if this is the actual size comes for laptop then im happy to have itproscolorsoft material of cushionsgood quality of zipconsmaterial doesnt seem like water resistant onefit is little loose i use hp envy and this laptop sleeve keeps some space in both dimensions you can keep the charger if its small enough but you shouldnt as it attracts scratches on laptop see photos for more idea on fit i found that laptop sleeve fits more to my preferencetry both oncegood productquality of fabric is goodif you are like me and are looking for a waterproof sleeve to protect your laptop from the rain well this is not for youit may be that the lining protects from splashes but in a scenario where you get caught in the rain water definitely makes its way inside the case and drenches the laptop i believe the zip is the weak entry pointother than that it provides ample cushioning and feels fine but yeah not waterprooflittle bit improvement need
